id,type,bgm,battle_back,monster_party_id
178,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
179,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
180,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
181,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
182,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
183,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
184,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
185,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
186,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
187,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
188,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
189,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
190,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
191,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
192,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
193,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
194,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
195,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
196,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
197,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
198,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
199,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
200,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
201,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
202,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
203,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
204,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
205,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
206,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
207,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
208,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
209,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
210,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
211,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
212,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
213,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
214,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
215,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
216,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
217,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
218,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
219,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
220,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
221,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
222,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
223,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
224,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
225,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
226,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
227,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
228,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
229,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
230,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
231,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
232,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
233,1,2-19-Gold_Saucer.ogg,0,188/189/190/191
234,1,2-19-Gold_Saucer.ogg,0,188/189/190/191
235,1,2-19-Gold_Saucer.ogg,0,188/189/190/191
236,1,2-19-Gold_Saucer.ogg,0,188/189/190/191
237,1,2-19-Gold_Saucer.ogg,0,188/189/190/191
238,1,2-19-Gold_Saucer.ogg,0,188/189/190/191
239,1,2-19-Gold_Saucer.ogg,0,188/189/190/191
240,1,2-19-Gold_Saucer.ogg,0,188/189/190/191
241,1,2-19-Gold_Saucer.ogg,0,188/189/190/191
242,1,2-19-Gold_Saucer.ogg,0,188/189/190/191
243,1,2-19-Gold_Saucer.ogg,0,188/189/190/191
244,1,2-19-Gold_Saucer.ogg,0,188/189/190/191
245,1,2-19-Gold_Saucer.ogg,0,188/189/190/191
246,1,2-19-Gold_Saucer.ogg,0,188/189/190/191
247,1,2-19-Gold_Saucer.ogg,0,188/189/190/191
248,1,2-19-Gold_Saucer.ogg,0,188/189/190/191
249,1,2-19-Gold_Saucer.ogg,0,188/189/190/191
250,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
251,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
252,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
253,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
254,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
255,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
256,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
257,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
258,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
259,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
260,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
261,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
262,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
263,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
264,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
265,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
266,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
267,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
268,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
269,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
270,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
271,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
272,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
273,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
274,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
275,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
276,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
277,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
278,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
279,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
280,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
281,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
282,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
283,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
284,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
285,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
286,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
287,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
288,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
289,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
290,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
291,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
292,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
293,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
294,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
295,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
296,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
297,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
298,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
299,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
300,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
301,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
302,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
303,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
304,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
305,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
306,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
307,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
308,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
309,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
310,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
311,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
312,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
313,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
314,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
315,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
316,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
317,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
318,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
319,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
320,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
321,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
322,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
323,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
324,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
325,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
326,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
327,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
328,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
329,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
330,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
331,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
332,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
333,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
334,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
335,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
336,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
337,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
338,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
339,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
340,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
341,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
342,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
343,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
344,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
345,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
346,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
347,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
348,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
349,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
350,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
351,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
352,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
353,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
354,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
355,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
356,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
357,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
358,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
359,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
360,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
361,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
362,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
363,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
364,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
365,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
366,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
367,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
368,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
369,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
370,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
371,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
372,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
373,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
374,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
375,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
376,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
377,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
378,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
379,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
380,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
381,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
382,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
383,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
384,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
385,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
386,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
387,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
388,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
389,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
390,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
391,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
392,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
393,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
394,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
395,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
396,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
397,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
398,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
399,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
400,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
401,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
402,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
403,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
404,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
405,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
406,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
407,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
408,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
409,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
410,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
411,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
412,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
413,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
414,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
415,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
416,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
417,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
418,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
419,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
420,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
421,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
422,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
423,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
424,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
425,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
426,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
427,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
428,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
429,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
430,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
431,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
432,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
433,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
434,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
435,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
436,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
437,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
438,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
439,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
440,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
441,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
442,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
443,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
